Symbol,Sector,Industry
FBP,Financial Services,Banks—Regional
FC,Industrials,Consulting Services
FCAP,Financial Services,Banks—Regional
FCBC,Financial Services,Banks—Regional
FCCO,Financial Services,Banks—Regional
FCF,Financial Services,Banks—Regional
FCFS,Financial Services,Credit Services
FCN,Industrials,Consulting Services
FCNCA,Financial Services,Banks—Regional
FCX,Basic Materials,Copper
FDBC,Financial Services,Banks—Regional
FDP,Consumer Defensive,Farm Products
FDS,Financial Services,Financial Data & Stock Exchanges
FDX,Industrials,Integrated Freight & Logistics
FE,Utilities,Utilities—Regulated Electric
FEIM,Technology,Communication Equipment
FELE,Industrials,Specialty Industrial Machinery
FFBC,Financial Services,Banks—Regional
FFIC,Financial Services,Banks—Regional
FFIN,Financial Services,Banks—Regional
FFIV,Technology,Software—Infrastructure
FFNW,Financial Services,Banks—Regional
FGBI,Financial Services,Banks—Regional
FHI,Financial Services,Asset Management
FHN,Financial Services,Banks—Regional
FICO,Technology,Software—Application
FIS,Technology,Information Technology Services
FISI,Financial Services,Banks—Regional
FITB,Financial Services,Banks—Regional
FIX,Industrials,Engineering & Construction
FIZZ,Consumer Defensive,Beverages—Non-Alcoholic
FL,Consumer Cyclical,Apparel Retail
FLEX,Technology,Electronic Components
FLIC,Financial Services,Banks—Regional
FLL,Consumer Cyclical,Resorts & Casinos
FLO,Consumer Defensive,Packaged Foods
FLR,Industrials,Engineering & Construction
FLS,Industrials,Specialty Industrial Machinery
FLWS,Consumer Cyclical,Specialty Retail
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FMAO,Financial Services,Banks—Regional
FMBH,Financial Services,Banks—Regional
FMC,Basic Materials,Agricultural Inputs
FMNB,Financial Services,Banks—Regional
FMS,Healthcare,Medical Care Facilities
FMX,Consumer Defensive,Beverages—Brewers
FNB,Financial Services,Banks—Regional
FNCB,Financial Services,Banks—Regional
FNF,Financial Services,Insurance—Specialty
FNLC,Financial Services,Banks—Regional
FNV,Basic Materials,Gold
FNWD,Financial Services,Banks—Regional
FOLD,Healthcare,Biotechnology
FONR,Healthcare,Medical Devices
FOR,Real Estate,Real Estate—Development
FORM,Technology,Semiconductors
FORR,Industrials,Consulting Services
FORTY,Technology,Information Technology Services
FR,Real Estate,REIT—Industrial
FRAF,Financial Services,Banks—Regional
FRD,Basic Materials,Steel
FRME,Financial Services,Banks—Regional
FRO,Energy,Oil & Gas Midstream
FRPH,Real Estate,Real Estate Services
FRST,Financial Services,Banks—Regional
FRT,Real Estate,REIT—Retail
FSFG,Financial Services,Banks—Regional
FSLR,Technology,Solar
FSS,Industrials,Pollution & Treatment Controls
FSTR,Industrials,Railroads
FT,Financial Services,Asset Management
FTI,Energy,Oil & Gas Equipment & Services
FTNT,Technology,Software—Infrastructure
FUL,Basic Materials,Specialty Chemicals
FULT,Financial Services,Banks—Regional
FUN,Consumer Cyclical,Leisure
FUNC,Financial Services,Banks—Regional
FUSB,Financial Services,Banks—Regional
FWRD,Industrials,Integrated Freight & Logistics
FXNC,Financial Services,Banks—Regional
G,Technology,Information Technology Services
GABC,Financial Services,Banks—Regional
GAIN,Financial Services,Asset Management
GATX,Industrials,Rental & Leasing Services
GBCI,Financial Services,Banks—Regional
GBLI,Financial Services,Insurance—Property & Casualty
GBX,Industrials,Railroads
GCBC,Financial Services,Banks—Regional
GCO,Consumer Cyclical,Apparel Retail
GD,Industrials,Aerospace & Defense
GDEN,Consumer Cyclical,Resorts & Casinos
GE,Industrials,Specialty Industrial Machinery
GEF,Consumer Cyclical,Packaging & Containers
GEL,Energy,Oil & Gas Midstream
GEN,Technology,Software—Infrastructure
GENC,Industrials,Farm & Heavy Construction Machinery
GEO,Industrials,Security & Protection Services
GEOS,Energy,Oil & Gas Equipment & Services
GES,Consumer Cyclical,Apparel Retail
GFF,Industrials,Conglomerates
GFI,Basic Materials,Gold
GGAL,Financial Services,Banks—Regional
GGB,Basic Materials,Steel
GGG,Industrials,Specialty Industrial Machinery
GHC,Consumer Defensive,Education & Training Services
GHI,,
GHL,Financial Services,Capital Markets
GHM,Industrials,Specialty Industrial Machinery
GIB,Technology,Information Technology Services
GIC,Industrials,Industrial Distribution
GIII,Consumer Cyclical,Apparel Manufacturing
GIL,Consumer Cyclical,Apparel Manufacturing
GILD,Healthcare,Drug Manufacturers—General
GILT,Technology,Communication Equipment
GIM,Financial Services,Asset Management
GIS,Consumer Defensive,Packaged Foods
GL,Financial Services,Insurance—Life
GLAD,Financial Services,Asset Management
GLBZ,Financial Services,Banks—Regional
GLDD,Industrials,Engineering & Construction
GLNG,Energy,Oil & Gas Midstream
GLP,Energy,Oil & Gas Midstream
GLRE,Financial Services,Insurance—Reinsurance
GLW,Technology,Electronic Components
GMAB,Healthcare,Biotechnology
GME,Consumer Cyclical,Specialty Retail
GNTX,Consumer Cyclical,Auto Parts
GNW,Financial Services,Insurance—Life
GOF,Financial Services,Asset Management
GOGL,Industrials,Marine Shipping
GOLD,Basic Materials,Gold
GOOD,Real Estate,REIT—Diversified
GOOG,Communication Services,Internet Content & Information
GOOGL,Communication Services,Internet Content & Information
GPC,Consumer Cyclical,Specialty Retail
GPI,Consumer Cyclical,Auto & Truck Dealerships
GPK,Consumer Cyclical,Packaging & Containers
GPN,Industrials,Specialty Business Services
GPRE,Basic Materials,Specialty Chemicals
GPS,Consumer Cyclical,Apparel Retail
GRBK,Consumer Cyclical,Residential Construction
GRC,Industrials,Specialty Industrial Machinery
GRMN,Technology,Scientific & Technical Instruments
GRVY,Communication Services,Electronic Gaming & Multimedia
GS,Financial Services,Capital Markets
GSBC,Financial Services,Banks—Regional
GSK,Healthcare,Drug Manufacturers—General
GSL,Industrials,Marine Shipping
GT,Consumer Cyclical,Auto Parts
GTE,Energy,Oil & Gas E&P
GTLS,Industrials,Specialty Industrial Machinery
GTN,Communication Services,Broadcasting
GTY,Real Estate,REIT—Retail
GVA,Industrials,Engineering & Construction
GWW,Industrials,Industrial Distribution
H,Consumer Cyclical,Lodging
HA,Industrials,Airlines
HAE,Healthcare,Medical Instruments & Supplies
HAFC,Financial Services,Banks—Regional
HAIN,Consumer Defensive,Packaged Foods
HAL,Energy,Oil & Gas Equipment & Services
HALO,Healthcare,Biotechnology
HAS,Consumer Cyclical,Leisure
HAYN,Industrials,Metal Fabrication
HBAN,Financial Services,Banks—Regional
HBCP,Financial Services,Banks—Regional
HBI,Consumer Cyclical,Apparel Manufacturing
HBM,Basic Materials,Copper
HBNC,Financial Services,Banks—Regional
HCCI,Industrials,Waste Management
HCI,Financial Services,Insurance—Property & Casualty
HCKT,Technology,Information Technology Services
HCSG,Healthcare,Medical Care Facilities
HD,Consumer Cyclical,Home Improvement Retail
HDSN,Basic Materials,Specialty Chemicals
HE,Utilities,Utilities—Diversified
HEES,Industrials,Rental & Leasing Services
HEI,Industrials,Aerospace & Defense
HELE,Consumer Defensive,Household & Personal Products
HEP,Energy,Oil & Gas Midstream
HES,Energy,Oil & Gas E&P
HFBL,Financial Services,Banks—Regional
HFWA,Financial Services,Banks—Regional
HHS,Communication Services,Advertising Agencies
HI,Industrials,Specialty Industrial Machinery
HIBB,Consumer Cyclical,Apparel Retail
HIFS,Financial Services,Banks—Regional
HIG,Financial Services,Insurance—Diversified
HIMX,Technology,Semiconductors
HIW,Real Estate,REIT—Office
HL,Basic Materials,Gold
HLF,Consumer Defensive,Packaged Foods
HLIO,Industrials,Specialty Industrial Machinery
HLIT,Technology,Communication Equipment
HMC,Consumer Cyclical,Auto Manufacturers
HMN,Financial Services,Insurance—Property & Casualty
HMNF,Financial Services,Banks—Regional
HNI,Industrials,Business Equipment & Supplies
HNNA,Financial Services,Asset Management
HNRG,Energy,Thermal Coal
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HOG,Consumer Cyclical,Recreational Vehicles
HOLI,Industrials,Electrical Equipment & Parts
HOLX,Healthcare,Medical Instruments & Supplies
HOMB,Financial Services,Banks—Regional
HON,Industrials,Conglomerates
HOPE,Financial Services,Banks—Regional
HOV,Consumer Cyclical,Residential Construction
HOVNP,Consumer Cyclical,Homebuilding & Construction
HP,Energy,Oil & Gas Drilling
HPQ,Technology,Computer Hardware
HQH,Financial Services,Asset Management
HQI,Industrials,Staffing & Employment Services
HQL,Financial Services,Asset Management
HR,Real Estate,REIT—Healthcare Facilities
HRB,Consumer Cyclical,Personal Services
HRL,Consumer Defensive,Packaged Foods
HROW,Healthcare,Drug Manufacturers—Specialty & Generic
HSBC,Financial Services,Banks—Diversified
HSIC,Healthcare,Medical Distribution
HSII,Industrials,Staffing & Employment Services
HSON,Industrials,Staffing & Employment Services
HST,Real Estate,REIT—Hotel & Motel
HSTM,Healthcare,Health Information Services
HSY,Consumer Defensive,Confectioners
HT,Real Estate,REIT—Hotel & Motel
HTBK,Financial Services,Banks—Regional
HTGC,Financial Services,Asset Management
HTH,Financial Services,Banks—Regional
HTLD,Industrials,Trucking
HTLF,Financial Services,Banks—Regional
HUBB,Industrials,Electrical Equipment & Parts
HUBG,Industrials,Integrated Freight & Logistics
HUM,Healthcare,Healthcare Plans
HUN,Basic Materials,Chemicals
HURC,Industrials,Specialty Industrial Machinery
HURN,Industrials,Consulting Services
HVT,Consumer Cyclical,Home Improvement Retail
HWBK,Financial Services,Banks—Regional
HWC,Financial Services,Banks—Regional
HWKN,Basic Materials,Specialty Chemicals
HWM,Industrials,Specialty Industrial Machinery
HXL,Industrials,Aerospace & Defense
HZO,Consumer Cyclical,Specialty Retail
IAC,Communication Services,Internet Content & Information
IART,Healthcare,Medical Devices
IBCP,Financial Services,Banks—Regional
IBKR,Financial Services,Capital Markets
IBM,Technology,Information Technology Services
IBN,Financial Services,Banks—Regional
IBOC,Financial Services,Banks—Regional
ICCC,Healthcare,Biotechnology
ICE,Financial Services,Financial Data & Stock Exchanges
ICFI,Industrials,Consulting Services
ICL,Basic Materials,Agricultural Inputs
ICLR,Healthcare,Diagnostics & Research
ICUI,Healthcare,Medical Instruments & Supplies
IDA,Utilities,Utilities—Regulated Electric
IDCC,Communication Services,Telecom Services
IDR,Basic Materials,Gold
IDT,Communication Services,Telecom Services
IDXX,Healthcare,Diagnostics & Research
IEP,Industrials,Conglomerates
IESC,Industrials,Engineering & Construction
IEX,Industrials,Specialty Industrial Machinery
IFF,Basic Materials,Specialty Chemicals
IFN,Financial Services,Asset Management
IGD,Financial Services,Asset Management
IGT,Consumer Cyclical,Gambling
IHG,Consumer Cyclical,Lodging
III,Technology,Information Technology Services
IIIN,Industrials,Metal Fabrication
ILMN,Healthcare,Diagnostics & Research
IMAX,Communication Services,Entertainment
IMGN,Healthcare,Biotechnology
IMKTA,Consumer Defensive,Grocery Stores
IMMR,Technology,Software—Application
IMO,Energy,Oil & Gas Integrated
INBK,Financial Services,Banks—Regional
INCY,Healthcare,Biotechnology
INDB,Financial Services,Banks—Regional
INFN,Technology,Communication Equipment
INFU,Healthcare,Medical Instruments & Supplies
INFY,Technology,Information Technology Services
ING,Financial Services,Banks—Diversified
INGR,Consumer Defensive,Packaged Foods
INSM,Healthcare,Biotechnology
INTC,Technology,Semiconductors
INTT,Technology,Semiconductor Equipment & Materials
INTU,Technology,Software—Application
INVA,Healthcare,Biotechnology
INVE,Technology,Computer Hardware
IONS,Healthcare,Biotechnology
IOSP,Basic Materials,Specialty Chemicals
IP,Consumer Cyclical,Packaging & Containers
IPAR,Consumer Defensive,Household & Personal Products
IPG,Communication Services,Advertising Agencies
IPGP,Technology,Semiconductor Equipment & Materials
IPI,Basic Materials,Agricultural Inputs
IRBT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
IRDM,Communication Services,Telecom Services
IRM,Real Estate,REIT—Specialty
IRS,Industrials,Conglomerates
ISDR,Technology,Software—Application
ISIG,Communication Services,Advertising Agencies
ISRG,Healthcare,Medical Instruments & Supplies
ISSC,Industrials,Aerospace & Defense
IT,Technology,Information Technology Services
ITGR,Healthcare,Medical Devices
ITIC,Financial Services,Insurance—Specialty
ITRI,Technology,Scientific & Technical Instruments
ITRN,Technology,Communication Equipment
ITT,Industrials,Specialty Industrial Machinery
ITUB,Financial Services,Banks—Regional
ITW,Industrials,Specialty Industrial Machinery
IVAC,Industrials,Aerospace & Defense
IVR,Real Estate,REIT—Mortgage
IVZ,Financial Services,Asset Management
IX,Financial Services,Credit Services
J,Industrials,Engineering & Construction
JACK,Consumer Cyclical,Restaurants
JAKK,Consumer Cyclical,Leisure
JBHT,Industrials,Integrated Freight & Logistics
JBL,Technology,Electronic Components
JBLU,Industrials,Airlines
JBSS,Consumer Defensive,Packaged Foods
JBT,Industrials,Specialty Industrial Machinery
JCI,Industrials,Building Products & Equipment
JCTCF,Basic Materials,Lumber & Wood Production
JEF,Financial Services,Capital Markets
JHG,Financial Services,Asset Management
JHX,Basic Materials,Building Materials
JJSF,Consumer Defensive,Packaged Foods
JKHY,Technology,Information Technology Services
JLL,Real Estate,Real Estate Services
JMM,Financial Services,Asset Management
JNJ,Healthcare,Drug Manufacturers—General
JNPR,Technology,Communication Equipment
JOE,Real Estate,Real Estate—Diversified
JOUT,Consumer Cyclical,Leisure
JPM,Financial Services,Banks—Diversified
JWN,Consumer Cyclical,Department Stores
K,Consumer Defensive,Packaged Foods
KAI,Industrials,Specialty Industrial Machinery
KALU,Basic Materials,Aluminum
KAMN,Industrials,Aerospace & Defense
KAR,Consumer Cyclical,Auto & Truck Dealerships
KB,Financial Services,Banks—Regional
KBH,Consumer Cyclical,Residential Construction
KBR,Industrials,Engineering & Construction
KDP,Consumer Defensive,Beverages—Non-Alcoholic
KELYA,Industrials,Staffing & Employment Services
KEP,Utilities,Utilities—Regulated Electric
KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
KEX,Industrials,Marine Shipping
KEY,Financial Services,Banks—Regional
KFFB,Financial Services,Banks—Regional
KFRC,Industrials,Staffing & Employment Services
KFS,Consumer Cyclical,Auto & Truck Dealerships
KFY,Industrials,Staffing & Employment Services
KGC,Basic Materials,Gold
KIM,Real Estate,REIT—Retail
KLAC,Technology,Semiconductor Equipment & Materials
KLIC,Technology,Semiconductor Equipment & Materials
KMB,Consumer Defensive,Household & Personal Products
KMPR,Financial Services,Insurance—Property & Casualty
KMT,Industrials,Tools & Accessories
KMX,Consumer Cyclical,Auto & Truck Dealerships
KNX,Industrials,Trucking
KO,Consumer Defensive,Beverages—Non-Alcoholic
KOF,Consumer Defensive,Beverages—Non-Alcoholic
KOP,Basic Materials,Specialty Chemicals
KOSS,Technology,Consumer Electronics
KR,Consumer Defensive,Grocery Stores
KRC,Real Estate,REIT—Office
KRG,Real Estate,REIT—Retail
KRNY,Financial Services,Banks—Regional
KRO,Basic Materials,Specialty Chemicals
KSS,Consumer Cyclical,Department Stores
KT,Communication Services,Telecom Services
KTCC,Technology,Computer Hardware
KTOS,Industrials,Aerospace & Defense
KVHI,Technology,Communication Equipment
KW,Real Estate,Real Estate Services
KWR,Basic Materials,Specialty Chemicals
KYN,Financial Services,Asset Management
L,Financial Services,Insurance—Property & Casualty
LAC,Basic Materials,Other Industrial Metals & Mining
LAD,Consumer Cyclical,Auto & Truck Dealerships
LAKE,Consumer Cyclical,Apparel Manufacturing
LAMR,Real Estate,REIT—Specialty
LANC,Consumer Defensive,Packaged Foods
LARK,Financial Services,Banks—Regional
LAZ,Financial Services,Capital Markets
LBAI,Financial Services,Banks—Regional
LBTYA,Communication Services,Telecom Services
LBTYK,Communication Services,Telecom Services
LCII,Consumer Cyclical,Recreational Vehicles
LCNB,Financial Services,Banks—Regional
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LDOS,Technology,Information Technology Services
LEA,Consumer Cyclical,Auto Parts
LECO,Industrials,Tools & Accessories
LEE,Communication Services,Publishing
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LEN,Consumer Cyclical,Residential Construction
LEO,Financial Services,Asset Management
LEU,Energy,Uranium
LFUS,Technology,Electronic Components
LFVN,Consumer Defensive,Packaged Foods
LGL,Technology,Electronic Components
LGND,Healthcare,Biotechnology
LGO,Basic Materials,Other Industrial Metals & Mining
LH,Healthcare,Diagnostics & Research
LHX,Industrials,Aerospace & Defense
LII,Industrials,Building Products & Equipment
LIN,Basic Materials,Specialty Chemicals
LINC,Consumer Defensive,Education & Training Services
LINK,Technology,Electronic Components
LIVE,Consumer Cyclical,Home Improvement Retail
LIXT,Healthcare,Biotechnology
LKFN,Financial Services,Banks—Regional
LKQ,Consumer Cyclical,Auto Parts
LLY,Healthcare,Drug Manufacturers—General
LMAT,Healthcare,Medical Instruments & Supplies
LMNL,Healthcare,Biotechnology
LMNR,Consumer Defensive,Farm Products
LMT,Industrials,Aerospace & Defense
LNC,Financial Services,Insurance—Life
LNG,Energy,Oil & Gas Midstream
LNN,Industrials,Farm & Heavy Construction Machinery
LNT,Utilities,Utilities—Regulated Electric
LNW,Consumer Cyclical,Gambling
LOAN,Real Estate,REIT—Mortgage
LOGI,Technology,Computer Hardware
LOPE,Consumer Defensive,Education & Training Services
LOW,Consumer Cyclical,Home Improvement Retail
LPL,Technology,Consumer Electronics
LPSN,Technology,Software—Application
LPX,Industrials,Building Products & Equipment
LQDT,Consumer Cyclical,Internet Retail
LRCX,Technology,Semiconductor Equipment & Materials
LRN,Consumer Defensive,Education & Training Services
LSAK,Technology,Software—Infrastructure
LSBK,Financial Services,Banks—Regional
LSCC,Technology,Semiconductors
LSI,Real Estate,REIT—Industrial
LSTR,Industrials,Integrated Freight & Logistics
LTBR,Industrials,Electrical Equipment & Parts
LTC,Real Estate,REIT—Healthcare Facilities
LTRX,Technology,Communication Equipment
LULU,Consumer Cyclical,Apparel Retail
LUNA,Technology,Scientific & Technical Instruments
LUV,Industrials,Airlines
LVS,Consumer Cyclical,Resorts & Casinos
LWAY,Consumer Defensive,Packaged Foods
LWLG,Basic Materials,Specialty Chemicals
LXP,Real Estate,REIT—Industrial
LXU,Basic Materials,Chemicals
LYTS,Technology,Electronic Components
LYV,Communication Services,Entertainment
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
M,Consumer Cyclical,Department Stores
MA,Financial Services,Credit Services
MAA,Real Estate,REIT—Residential
MAC,Real Estate,REIT—Retail
MAG,Basic Materials,Silver
MAIN,Financial Services,Asset Management
MAN,Industrials,Staffing & Employment Services
MANH,Technology,Software—Application
MAR,Consumer Cyclical,Lodging
MARPS,Energy,Oil & Gas Midstream
MAS,Industrials,Building Products & Equipment
MASI,Healthcare,Medical Instruments & Supplies
MAT,Consumer Cyclical,Leisure
MATV,Basic Materials,Paper & Paper Products
MATW,Industrials,Conglomerates
MATX,Industrials,Marine Shipping
MBCN,Financial Services,Banks—Regional
MBI,Financial Services,Insurance—Specialty
MBWM,Financial Services,Banks—Regional
MCBC,Financial Services,Banks—Regional
MCD,Consumer Cyclical,Restaurants
MCHP,Technology,Semiconductors
MCK,Healthcare,Medical Distribution
MCO,Financial Services,Financial Data & Stock Exchanges
MCRI,Consumer Cyclical,Resorts & Casinos
MCS,Communication Services,Entertainment
MCY,Financial Services,Insurance—Property & Casualty
MD,Healthcare,Medical Care Facilities
MDC,Consumer Cyclical,Residential Construction
MDGL,Healthcare,Biotechnology
MDLZ,Consumer Defensive,Confectioners
MDT,Healthcare,Medical Devices
MDU,Industrials,Conglomerates
MED,Consumer Cyclical,Personal Services
MEI,Technology,Electronic Components
MEIP,Healthcare,Biotechnology
MELI,Consumer Cyclical,Internet Retail
MEOH,Basic Materials,Chemicals
MERC,Basic Materials,Paper & Paper Products
MET,Financial Services,Insurance—Life
MFA,Real Estate,REIT—Mortgage
MFC,Financial Services,Insurance—Life
MFD,Financial Services,Asset Management
MFIC,Financial Services,Asset Management
MFIN,Financial Services,Credit Services
MG,Industrials,Security & Protection Services
MGA,Consumer Cyclical,Auto Parts
MGEE,Utilities,Utilities—Diversified
MGIC,Technology,Information Technology Services
MGM,Consumer Cyclical,Resorts & Casinos
MGPI,Consumer Defensive,Beverages—Wineries & Distilleries
MGRC,Industrials,Rental & Leasing Services
MGYR,Financial Services,Banks—Regional
MHH,Industrials,Staffing & Employment Services
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MHO,Consumer Cyclical,Residential Construction
MIDD,Industrials,Specialty Industrial Machinery
MITK,Technology,Software—Application
MKC,Consumer Defensive,Packaged Foods
MKL,Financial Services,Insurance—Property & Casualty
MKSI,Technology,Scientific & Technical Instruments
MKTX,Financial Services,Capital Markets
MLAB,Technology,Scientific & Technical Instruments
MLCO,Consumer Cyclical,Resorts & Casinos
MLI,Industrials,Metal Fabrication
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MLM,Basic Materials,Building Materials
MLP,Real Estate,Real Estate Services
MLR,Consumer Cyclical,Auto Parts
MLVF,Financial Services,Banks—Regional
MMC,Financial Services,Insurance Brokers
MMM,Industrials,Conglomerates
MMP,Energy,Oil & Gas Midstream
MMS,Industrials,Specialty Business Services
MMSI,Healthcare,Medical Instruments & Supplies
MNRO,Consumer Cyclical,Auto Parts
MNST,Consumer Defensive,Beverages—Non-Alcoholic
MNTX,Industrials,Farm & Heavy Construction Machinery
MO,Consumer Defensive,Tobacco
MOD,Consumer Cyclical,Auto Parts
MODG,Consumer Cyclical,Leisure
MODV,Healthcare,Medical Care Facilities
MOFG,Financial Services,Banks—Regional
MOH,Healthcare,Healthcare Plans
MORN,Financial Services,Financial Data & Stock Exchanges
MOS,Basic Materials,Agricultural Inputs
MOV,Consumer Cyclical,Luxury Goods
MPAA,Consumer Cyclical,Auto Parts
MPB,Financial Services,Banks—Regional
MPW,Real Estate,REIT—Healthcare Facilities
MPWR,Technology,Semiconductors
MPX,Consumer Cyclical,Recreational Vehicles
MRCY,Industrials,Aerospace & Defense
MRK,Healthcare,Drug Manufacturers—General
MRO,Energy,Oil & Gas E&P
MRTN,Industrials,Trucking
MRVL,Technology,Semiconductors
MS,Financial Services,Capital Markets
MSA,Industrials,Security & Protection Services
MSB,Basic Materials,Steel
MSCI,Financial Services,Financial Data & Stock Exchanges
MSEX,Utilities,Utilities—Regulated Water
MSFT,Technology,Software—Infrastructure
MSI,Technology,Communication Equipment
MSM,Industrials,Industrial Distribution
MSTR,Technology,Software—Application
MT,Basic Materials,Steel
MTB,Financial Services,Banks—Regional
MTCH,Communication Services,Internet Content & Information
MTD,Healthcare,Diagnostics & Research
MTG,Financial Services,Insurance—Specialty
MTH,Consumer Cyclical,Residential Construction
MTN,Consumer Cyclical,Resorts & Casinos
MTR,Energy,Oil & Gas E&P
MTRN,Basic Materials,Other Industrial Metals & Mining
MTRX,Industrials,Engineering & Construction
MTW,Industrials,Farm & Heavy Construction Machinery
MTX,Basic Materials,Specialty Chemicals
MTZ,Industrials,Engineering & Construction
MU,Technology,Semiconductors
MUFG,Financial Services,Banks—Diversified
MUR,Energy,Oil & Gas E&P
MVBF,Financial Services,Banks—Regional
MVO,Energy,Oil & Gas E&P
MWA,Industrials,Specialty Industrial Machinery
MXC,Energy,Oil & Gas E&P
MYE,Consumer Cyclical,Packaging & Containers
MYGN,Healthcare,Diagnostics & Research
MYRG,Industrials,Engineering & Construction
NAII,Consumer Defensive,Packaged Foods
NATH,Consumer Cyclical,Restaurants
NATI,Technology,Software—Application
NATR,Consumer Defensive,Packaged Foods
NBIX,Healthcare,Drug Manufacturers—Specialty & Generic
NBN,Financial Services,Banks—Regional
NBR,Energy,Oil & Gas Drilling
NBTB,Financial Services,Banks—Regional
NC,Energy,Thermal Coal
NCA,Financial Services,Asset Management
NCR,Technology,Information Technology Services
NDAQ,Financial Services,Financial Data & Stock Exchanges
NDSN,Industrials,Specialty Industrial Machinery
NEE,Utilities,Utilities—Regulated Electric
NEM,Basic Materials,Gold
NEN,Real Estate,Real Estate Services
NEO,Healthcare,Diagnostics & Research
NEOG,Healthcare,Diagnostics & Research
NEON,Technology,Electronic Components
NEU,Basic Materials,Specialty Chemicals
NEWT,Financial Services,Asset Management
NFBK,Financial Services,Banks—Regional
NFG,Energy,Oil & Gas Integrated
NFLX,Communication Services,Entertainment
NG,Basic Materials,Gold
NGG,Utilities,Utilities—Regulated Electric
NGS,Energy,Oil & Gas Equipment & Services
NHC,Healthcare,Medical Care Facilities
NHI,Real Estate,REIT—Healthcare Facilities
NHTC,Consumer Cyclical,Internet Retail
NI,Utilities,Utilities—Regulated Gas
NICE,Technology,Software—Application
NICK,Financial Services,Credit Services
NIE,Financial Services,Asset Management
NJR,Utilities,Utilities—Regulated Gas
NKE,Consumer Cyclical,Footwear & Accessories
NKSH,Financial Services,Banks—Regional
NL,Industrials,Security & Protection Services
NLY,Real Estate,REIT—Mortgage
NMI,Financial Services,Asset Management
NMM,Industrials,Marine Shipping
NNI,Financial Services,Credit Services
NNN,Real Estate,REIT—Retail
NNY,Financial Services,Asset Management
NOA,Energy,Oil & Gas Equipment & Services
NOC,Industrials,Aerospace & Defense
NOG,Energy,Oil & Gas E&P
NOK,Technology,Communication Equipment
NOTV,Healthcare,Diagnostics & Research
NOV,Energy,Oil & Gas Equipment & Services
NOVT,Technology,Scientific & Technical Instruments
NPK,Industrials,Aerospace & Defense
NPO,Industrials,Specialty Industrial Machinery
NRG,Utilities,Utilities—Independent Power Producers
NRIM,Financial Services,Banks—Regional
NRP,Energy,Thermal Coal
NRT,Energy,Oil & Gas E&P
NS,Energy,Oil & Gas Midstream
NSC,Industrials,Railroads
NSIT,Technology,Electronics & Computer Distribution
NSP,Industrials,Staffing & Employment Services
NSSC,Industrials,Security & Protection Services
NSYS,Technology,Electronic Components
NTAP,Technology,Computer Hardware
NTCT,Technology,Software—Infrastructure
NTES,Communication Services,Electronic Gaming & Multimedia
NTGR,Technology,Communication Equipment
NTIC,Basic Materials,Specialty Chemicals
NTRS,Financial Services,Asset Management
NTZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NUE,Basic Materials,Steel
NUS,Consumer Defensive,Household & Personal Products
NUVA,Healthcare,Medical Devices
NVAX,Healthcare,Biotechnology
NVDA,Technology,Semiconductors
NVEC,Technology,Semiconductors
NVGS,Energy,Oil & Gas Midstream
NVMI,Technology,Semiconductor Equipment & Materials
NVO,Healthcare,Biotechnology
NVR,Consumer Cyclical,Residential Construction
NVS,Healthcare,Drug Manufacturers—General
NWBI,Financial Services,Banks—Regional
NWE,Utilities,Utilities—Diversified
NWFL,Financial Services,Banks—Regional
NWG,Financial Services,Banks—Diversified
NWL,Consumer Defensive,Household & Personal Products
NWLI,Financial Services,Insurance—Life
NWN,Utilities,Utilities—Regulated Gas
NWPX,Industrials,Metal Fabrication
NX,Industrials,Building Products & Equipment
NXGN,Healthcare,Health Information Services
NXST,Communication Services,Entertainment
NYCB,Financial Services,Banks—Regional
NYMT,Real Estate,REIT—Mortgage
NYT,Communication Services,Publishing
O,Real Estate,REIT—Retail
OBE,Energy,Oil & Gas E&P
OC,Industrials,Building Products & Equipment
OCC,Technology,Communication Equipment
OCFC,Financial Services,Banks—Regional
OCN,Financial Services,Mortgage Finance
OCSL,Financial Services,Credit Services
ODC,Basic Materials,Specialty Chemicals
ODFL,Industrials,Trucking
ODP,Consumer Cyclical,Specialty Retail
OFC,Real Estate,REIT—Office
OFG,Financial Services,Banks—Regional
OFIX,Healthcare,Medical Devices
OFLX,Industrials,Specialty Industrial Machinery
OGE,Utilities,Utilities—Regulated Electric
OHI,Real Estate,REIT—Healthcare Facilities
OI,Consumer Cyclical,Packaging & Containers
OII,Energy,Oil & Gas Equipment & Services
OIS,Energy,Oil & Gas Equipment & Services
OKE,Energy,Oil & Gas Midstream
OLED,Technology,Semiconductor Equipment & Materials
OLN,Basic Materials,Specialty Chemicals
OLP,Real Estate,REIT—Diversified
OMAB,Industrials,Airports & Air Services
OMC,Communication Services,Advertising Agencies
