Symbol,Sector,Industry
DHF,Financial Services,Asset Management
DHI,Consumer Cyclical,Residential Construction
DHIL,Financial Services,Asset Management
DHR,Healthcare,Diagnostics & Research
DHT,Energy,Oil & Gas Midstream
DHX,Industrials,Staffing & Employment Services
DHY,Financial Services,Asset Management
DIN,Consumer Cyclical,Restaurants
DINO,Energy,Oil & Gas Refining & Marketing
DIOD,Technology,Semiconductors
DIS,Communication Services,Entertainment
DISH,Communication Services,Telecom Services
DIT,Consumer Defensive,Food Distribution
DJCO,Technology,Software—Application
DK,Energy,Oil & Gas Refining & Marketing
DKS,Consumer Cyclical,Specialty Retail
DLA,Consumer Cyclical,Apparel Manufacturing
DLB,Technology,Information Technology Services
DLHC,Industrials,Specialty Business Services
DLPN,Communication Services,Entertainment
DLR,Real Estate,REIT—Office
DLTR,Consumer Defensive,Discount Stores
DLX,Communication Services,Advertising Agencies
DMAC,Healthcare,Biotechnology
DMF,Financial Services,Asset Management
DMLP,Energy,Oil & Gas E&P
DMRC,Technology,Information Technology Services
DNN,Energy,Uranium
DNP,Financial Services,Asset Management
DOMH,Healthcare,Biotechnology
DOOR,Industrials,Building Products & Equipment
DORM,Consumer Cyclical,Auto Parts
DOV,Industrials,Specialty Industrial Machinery
DOX,Technology,Software—Infrastructure
DPZ,Consumer Cyclical,Restaurants
DRD,Basic Materials,Gold
DRH,Real Estate,REIT—Hotel & Motel
DRI,Consumer Cyclical,Restaurants
DRQ,Energy,Oil & Gas Equipment & Services
DRRX,Healthcare,Drug Manufacturers—Specialty & Generic
DRS,Industrials,Aerospace & Defense
DSGR,Industrials,Industrial Distribution
DSGX,Technology,Software—Application
DSM,Financial Services,Asset Management
DSS,Consumer Cyclical,Packaging & Containers
DSU,Financial Services,Asset Management
DSX,Industrials,Marine Shipping
DTE,Utilities,Utilities—Regulated Electric
DTF,Financial Services,Asset Management
DUK,Utilities,Utilities—Regulated Electric
DVA,Healthcare,Medical Care Facilities
DVAX,Healthcare,Drug Manufacturers—Specialty & Generic
DVN,Energy,Oil & Gas E&P
DWSN,Energy,Oil & Gas Equipment & Services
DX,Real Estate,REIT—Mortgage
DXC,Technology,Information Technology Services
DXCM,Healthcare,Medical Devices
DXLG,Consumer Cyclical,Apparel Retail
DXPE,Industrials,Industrial Distribution
DXR,Healthcare,Medical Instruments & Supplies
DXYN,Consumer Cyclical,Textile Manufacturing
DY,Industrials,Engineering & Construction
DYAI,Healthcare,Biotechnology
DYNT,Healthcare,Medical Devices
DZSI,Technology,Communication Equipment
E,Energy,Oil & Gas Integrated
EA,Communication Services,Electronic Gaming & Multimedia
EAT,Consumer Cyclical,Restaurants
EBAY,Consumer Cyclical,Internet Retail
EBF,Industrials,Business Equipment & Supplies
EBIX,Technology,Software—Application
EBMT,Financial Services,Banks—Regional
EBR,Utilities,Utilities—Regulated Electric
EBS,Healthcare,Drug Manufacturers—Specialty & Generic
EBTC,Financial Services,Banks—Regional
EC,Energy,Oil & Gas Integrated
ECF,Financial Services,Asset Management
ECL,Basic Materials,Specialty Chemicals
ECPG,Financial Services,Mortgage Finance
ED,Utilities,Utilities—Regulated Electric
EDAP,Healthcare,Medical Devices
EDD,Financial Services,Asset Management
EDN,Utilities,Utilities—Regulated Electric
EDU,Consumer Defensive,Education & Training Services
EDUC,Communication Services,Publishing
EEA,Financial Services,Asset Management
EEFT,Technology,Software—Infrastructure
EFOI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EFR,Financial Services,Asset Management
EFSC,Financial Services,Banks—Regional
EFT,Financial Services,Asset Management
EFX,Industrials,Consulting Services
EGAN,Technology,Software—Application
EGBN,Financial Services,Banks—Regional
EGF,Financial Services,Asset Management
EGHT,Technology,Software—Application
EGIO,Technology,Software—Infrastructure
EGLE,Industrials,Marine Shipping
EGO,Basic Materials,Gold
EGP,Real Estate,REIT—Industrial
EGY,Energy,Oil & Gas E&P
EHC,Healthcare,Medical Care Facilities
EHTH,Financial Services,Insurance Brokers
EIG,Financial Services,Insurance—Specialty
EIM,Financial Services,Asset Management
EIX,Utilities,Utilities—Regulated Electric
EL,Consumer Defensive,Household & Personal Products
ELA,Consumer Cyclical,Luxury Goods
ELLO,Utilities,Utilities—Renewable
ELME,Real Estate,REIT—Office
ELOX,Healthcare,Biotechnology
ELP,Utilities,Utilities—Diversified
ELS,Real Estate,REIT—Residential
ELSE,Technology,Scientific & Technical Instruments
ELTK,Technology,Electronic Components
ELV,Healthcare,Healthcare Plans
EMAN,Technology,Electronic Components
EMD,Financial Services,Asset Management
EME,Industrials,Engineering & Construction
EMF,Financial Services,Asset Management
EMKR,Technology,Semiconductors
EML,Industrials,Tools & Accessories
EMN,Basic Materials,Specialty Chemicals
EMR,Industrials,Specialty Industrial Machinery
EMX,Basic Materials,Other Industrial Metals & Mining
ENB,Energy,Oil & Gas Midstream
ENG,Industrials,Engineering & Construction
ENLC,Energy,Oil & Gas Midstream
ENOV,Industrials,Specialty Industrial Machinery
ENS,Industrials,Electrical Equipment & Parts
ENSG,Healthcare,Medical Care Facilities
ENSV,Energy,Oil & Gas Equipment & Services
ENTG,Technology,Semiconductor Equipment & Materials
ENVB,Healthcare,Biotechnology
ENX,Financial Services,Asset Management
ENZ,Healthcare,Diagnostics & Research
EOD,Financial Services,Asset Management
EOG,Energy,Oil & Gas E&P
EOI,Financial Services,Asset Management
EOS,Financial Services,Asset Management
EOT,Financial Services,Asset Management
EP,Energy,Oil & Gas E&P
EPAC,Industrials,Specialty Industrial Machinery
EPC,Consumer Defensive,Household & Personal Products
EPD,Energy,Oil & Gas Midstream
EPM,Energy,Oil & Gas E&P
EPR,Real Estate,REIT—Specialty
EPSN,Energy,Oil & Gas E&P
EQC,Real Estate,REIT—Office
EQIX,Real Estate,REIT—Specialty
EQNR,Energy,Oil & Gas Integrated
EQR,Real Estate,REIT—Residential
EQT,Energy,Oil & Gas E&P
ERC,Financial Services,Asset Management
ERF,Energy,Oil & Gas E&P
ERH,Financial Services,Asset Management
ERIC,Technology,Communication Equipment
ERIE,Financial Services,Insurance Brokers
ERII,Industrials,Pollution & Treatment Controls
ERJ,Industrials,Aerospace & Defense
ERNA,Healthcare,Biotechnology
ES,Utilities,Utilities—Regulated Electric
ESCA,Consumer Cyclical,Leisure
ESE,Technology,Scientific & Technical Instruments
ESEA,Industrials,Marine Shipping
ESGR,Financial Services,Insurance—Diversified
ESLT,Industrials,Aerospace & Defense
ESOA,Industrials,Engineering & Construction
ESP,Industrials,Electrical Equipment & Parts
ESS,Real Estate,REIT—Residential
ESSA,Financial Services,Banks—Regional
ESTE,Energy,Oil & Gas E&P
ET,Energy,Oil & Gas Midstream
ETB,Financial Services,Asset Management
ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ETG,Financial Services,Asset Management
ETJ,Financial Services,Asset Management
ETN,Industrials,Specialty Industrial Machinery
ETO,Financial Services,Asset Management
ETR,Utilities,Utilities—Regulated Electric
ETV,Financial Services,Asset Management
ETW,Financial Services,Asset Management
ETY,Financial Services,Asset Management
EVBN,Financial Services,Banks—Regional
EVC,Communication Services,Broadcasting
EVF,Financial Services,Asset Management
EVG,Financial Services,Asset Management
EVGN,Healthcare,Biotechnology
EVI,Industrials,Industrial Distribution
EVM,Financial Services,Asset Management
EVN,Financial Services,Asset Management
EVO,Healthcare,Drug Manufacturers—Specialty & Generic
EVR,Financial Services,Capital Markets
EVRG,Utilities,Utilities—Regulated Electric
EVRI,Consumer Cyclical,Gambling
EVT,Financial Services,Asset Management
EVV,Financial Services,Asset Management
EW,Healthcare,Medical Devices
EWBC,Financial Services,Banks—Diversified
EXAS,Healthcare,Diagnostics & Research
EXC,Utilities,Utilities—Regulated Electric
EXEL,Healthcare,Biotechnology
EXK,Basic Materials,Other Precious Metals & Mining
EXLS,Technology,Information Technology Services
EXP,Basic Materials,Building Materials
EXPD,Industrials,Integrated Freight & Logistics
EXPE,Consumer Cyclical,Travel Services
EXPO,Industrials,Consulting Services
EXR,Real Estate,REIT—Industrial
EXTR,Technology,Communication Equipment
EYPT,Healthcare,Biotechnology
EZPW,Financial Services,Credit Services
F,Consumer Cyclical,Auto Manufacturers
FAM,Financial Services,Asset Management
FANH,Financial Services,Insurance Brokers
FARM,Consumer Defensive,Packaged Foods
FARO,Technology,Scientific & Technical Instruments
FAST,Industrials,Industrial Distribution
FAX,Financial Services,Asset Management
FBIZ,Financial Services,Banks—Regional
FBMS,Financial Services,Banks—Regional
FBNC,Financial Services,Banks—Regional
FBP,Financial Services,Banks—Regional
FC,Industrials,Consulting Services
FCAP,Financial Services,Banks—Regional
FCBC,Financial Services,Banks—Regional
FCCO,Financial Services,Banks—Regional
FCEL,Industrials,Electrical Equipment & Parts
FCF,Financial Services,Banks—Regional
FCFS,Financial Services,Credit Services
FCN,Industrials,Consulting Services
FCNCA,Financial Services,Banks—Regional
FCO,Financial Services,Asset Management
FCX,Basic Materials,Copper
FDBC,Financial Services,Banks—Regional
FDP,Consumer Defensive,Farm Products
FDS,Financial Services,Financial Data & Stock Exchanges
FDX,Industrials,Integrated Freight & Logistics
FE,Utilities,Utilities—Regulated Electric
FEIM,Technology,Communication Equipment
FELE,Industrials,Specialty Industrial Machinery
FEN,Financial Services,Asset Management
FFA,Financial Services,Asset Management
FFBC,Financial Services,Banks—Regional
FFC,Financial Services,Asset Management
FFIC,Financial Services,Banks—Regional
FFIN,Financial Services,Banks—Regional
FFIV,Technology,Software—Infrastructure
FFNW,Financial Services,Banks—Regional
FGB,Financial Services,Asset Management
FGBI,Financial Services,Banks—Regional
FGH,Consumer Cyclical,Leisure
FHI,Financial Services,Asset Management
FHN,Financial Services,Banks—Regional
FICO,Technology,Software—Application
FIS,Technology,Information Technology Services
FISI,Financial Services,Banks—Regional
FITB,Financial Services,Banks—Regional
FIX,Industrials,Engineering & Construction
FIZZ,Consumer Defensive,Beverages—Non-Alcoholic
FKWL,Technology,Communication Equipment
FL,Consumer Cyclical,Apparel Retail
FLC,Financial Services,Asset Management
FLEX,Technology,Electronic Components
FLIC,Financial Services,Banks—Regional
FLL,Consumer Cyclical,Resorts & Casinos
FLNT,Communication Services,Advertising Agencies
FLO,Consumer Defensive,Packaged Foods
FLR,Industrials,Engineering & Construction
FLS,Industrials,Specialty Industrial Machinery
FLWS,Consumer Cyclical,Specialty Retail
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FMAO,Financial Services,Banks—Regional
FMBH,Financial Services,Banks—Regional
FMC,Basic Materials,Agricultural Inputs
FMN,Financial Services,Asset Management
FMNB,Financial Services,Banks—Regional
FMS,Healthcare,Medical Care Facilities
FMX,Consumer Defensive,Beverages—Brewers
FMY,Financial Services,Asset Management
FNB,Financial Services,Banks—Regional
FNCB,Financial Services,Banks—Regional
FNF,Financial Services,Insurance—Specialty
FNLC,Financial Services,Banks—Regional
FNV,Basic Materials,Gold
FNWD,Financial Services,Banks—Regional
FOF,Financial Services,Asset Management
FOLD,Healthcare,Biotechnology
FONR,Healthcare,Medical Devices
FOR,Real Estate,Real Estate—Development
FORD,Consumer Cyclical,Footwear & Accessories
FORM,Technology,Semiconductors
FORR,Industrials,Consulting Services
FORTY,Technology,Information Technology Services
FR,Real Estate,REIT—Industrial
FRA,Financial Services,Asset Management
FRAF,Financial Services,Banks—Regional
FRBA,Financial Services,Banks—Regional
FRD,Basic Materials,Steel
FRME,Financial Services,Banks—Regional
FRO,Energy,Oil & Gas Midstream
FRPH,Real Estate,Real Estate Services
FRST,Financial Services,Banks—Regional
FRT,Real Estate,REIT—Retail
FRTX,Healthcare,Biotechnology
FSFG,Financial Services,Banks—Regional
FSI,Basic Materials,Specialty Chemicals
FSLR,Technology,Solar
FSM,Basic Materials,Silver
FSP,Real Estate,REIT—Office
FSS,Industrials,Pollution & Treatment Controls
FSTR,Industrials,Railroads
FT,Financial Services,Asset Management
FTEK,Industrials,Pollution & Treatment Controls
FTF,Financial Services,Asset Management
FTFT,Technology,Software—Application
FTI,Energy,Oil & Gas Equipment & Services
FTK,Energy,Oil & Gas Equipment & Services
FTNT,Technology,Software—Infrastructure
FUL,Basic Materials,Specialty Chemicals
FULT,Financial Services,Banks—Regional
FUN,Consumer Cyclical,Leisure
FUNC,Financial Services,Banks—Regional
FUND,Financial Services,Asset Management
FUSB,Financial Services,Banks—Regional
FWRD,Industrials,Integrated Freight & Logistics
FXNC,Financial Services,Banks—Regional
G,Technology,Information Technology Services
GAB,Financial Services,Asset Management
GABC,Financial Services,Banks—Regional
GAIA,Communication Services,Entertainment
GAIN,Financial Services,Asset Management
GALT,Healthcare,Biotechnology
GAM,Financial Services,Asset Management
GASS,Industrials,Marine Shipping
GATX,Industrials,Rental & Leasing Services
GAU,Basic Materials,Gold
GBCI,Financial Services,Banks—Regional
GBLI,Financial Services,Insurance—Property & Casualty
GBR,Real Estate,Real Estate Services
GBX,Industrials,Railroads
GCBC,Financial Services,Banks—Regional
GCO,Consumer Cyclical,Apparel Retail
GCV,Financial Services,Asset Management
GD,Industrials,Aerospace & Defense
GDEN,Consumer Cyclical,Resorts & Casinos
GDL,Financial Services,Asset Management
GDV,Financial Services,Asset Management
GE,Industrials,Specialty Industrial Machinery
GEF,Consumer Cyclical,Packaging & Containers
GEG,Healthcare,Medical Distribution
GEL,Energy,Oil & Gas Midstream
GEN,Technology,Software—Infrastructure
GENC,Industrials,Farm & Heavy Construction Machinery
GEO,Industrials,Security & Protection Services
GEOS,Energy,Oil & Gas Equipment & Services
GERN,Healthcare,Biotechnology
GES,Consumer Cyclical,Apparel Retail
GF,Financial Services,Asset Management
GFF,Industrials,Conglomerates
GFI,Basic Materials,Gold
GGAL,Financial Services,Banks—Regional
GGB,Basic Materials,Steel
GGE,Real Estate,Real Estate—Development
GGG,Industrials,Specialty Industrial Machinery
GGN,Financial Services,Asset Management
GGT,Financial Services,Asset Management
GHC,Consumer Defensive,Education & Training Services
GHI,,
GHL,Financial Services,Capital Markets
GHM,Industrials,Specialty Industrial Machinery
GIB,Technology,Information Technology Services
GIC,Industrials,Industrial Distribution
GIFI,Industrials,Metal Fabrication
GIGM,Communication Services,Electronic Gaming & Multimedia
GIII,Consumer Cyclical,Apparel Manufacturing
GIL,Consumer Cyclical,Apparel Manufacturing
GILD,Healthcare,Drug Manufacturers—General
GILT,Technology,Communication Equipment
GIM,Financial Services,Asset Management
GIS,Consumer Defensive,Packaged Foods
GL,Financial Services,Insurance—Life
GLAD,Financial Services,Asset Management
GLBS,Industrials,Marine Shipping
GLBZ,Financial Services,Banks—Regional
GLDD,Industrials,Engineering & Construction
GLNG,Energy,Oil & Gas Midstream
GLO,Financial Services,Asset Management
GLP,Energy,Oil & Gas Midstream
GLQ,Financial Services,Asset Management
GLRE,Financial Services,Insurance—Reinsurance
GLT,Basic Materials,Paper & Paper Products
GLU,Financial Services,Asset Management
GLV,Financial Services,Asset Management
GLW,Technology,Electronic Components
GMAB,Healthcare,Biotechnology
GME,Consumer Cyclical,Specialty Retail
GMGI,Communication Services,Electronic Gaming & Multimedia
GNSS,Technology,Scientific & Technical Instruments
GNTX,Consumer Cyclical,Auto Parts
GNW,Financial Services,Insurance—Life
GOF,Financial Services,Asset Management
GOGL,Industrials,Marine Shipping
GOL,Industrials,Airlines
GOLD,Basic Materials,Gold
GOOD,Real Estate,REIT—Diversified
GOOG,Communication Services,Internet Content & Information
GOOGL,Communication Services,Internet Content & Information
GORO,Basic Materials,Gold
GPC,Consumer Cyclical,Specialty Retail
GPI,Consumer Cyclical,Auto & Truck Dealerships
GPK,Consumer Cyclical,Packaging & Containers
GPN,Industrials,Specialty Business Services
GPRE,Basic Materials,Specialty Chemicals
GPS,Consumer Cyclical,Apparel Retail
GRBK,Consumer Cyclical,Residential Construction
GRC,Industrials,Specialty Industrial Machinery
GREE,Financial Services,Capital Markets
GRMN,Technology,Scientific & Technical Instruments
GROW,Financial Services,Asset Management
GRVY,Communication Services,Electronic Gaming & Multimedia
GRX,Financial Services,Asset Management
GS,Financial Services,Capital Markets
GSAT,Communication Services,Telecom Services
GSBC,Financial Services,Banks—Regional
GSD,,
GSIT,Technology,Semiconductors
GSK,Healthcare,Drug Manufacturers—General
GSL,Industrials,Marine Shipping
GT,Consumer Cyclical,Auto Parts
GTE,Energy,Oil & Gas E&P
GTIM,Consumer Cyclical,Restaurants
GTLS,Industrials,Specialty Industrial Machinery
GTN,Communication Services,Broadcasting
GTY,Real Estate,REIT—Retail
GURE,Basic Materials,Specialty Chemicals
GUT,Financial Services,Asset Management
GVA,Industrials,Engineering & Construction
GVP,Technology,Software—Application
GWW,Industrials,Industrial Distribution
H,Consumer Cyclical,Lodging
HA,Industrials,Airlines
HAE,Healthcare,Medical Instruments & Supplies
HAFC,Financial Services,Banks—Regional
HAIN,Consumer Defensive,Packaged Foods
HAL,Energy,Oil & Gas Equipment & Services
HALL,Financial Services,Insurance—Property & Casualty
HALO,Healthcare,Biotechnology
HAS,Consumer Cyclical,Leisure
HAYN,Industrials,Metal Fabrication
HBAN,Financial Services,Banks—Regional
HBCP,Financial Services,Banks—Regional
HBI,Consumer Cyclical,Apparel Manufacturing
HBIO,Healthcare,Medical Instruments & Supplies
HBM,Basic Materials,Copper
HBNC,Financial Services,Banks—Regional
HCCI,Industrials,Waste Management
HCI,Financial Services,Insurance—Property & Casualty
HCKT,Technology,Information Technology Services
HCSG,Healthcare,Medical Care Facilities
HD,Consumer Cyclical,Home Improvement Retail
HDB,Financial Services,Banks—Regional
HDSN,Basic Materials,Specialty Chemicals
HE,Utilities,Utilities—Diversified
HEES,Industrials,Rental & Leasing Services
HEI,Industrials,Aerospace & Defense
HELE,Consumer Defensive,Household & Personal Products
HEP,Energy,Oil & Gas Midstream
HES,Energy,Oil & Gas E&P
HFBL,Financial Services,Banks—Regional
HFWA,Financial Services,Banks—Regional
HGBL,Financial Services,Capital Markets
HHS,Communication Services,Advertising Agencies
HI,Industrials,Specialty Industrial Machinery
HIBB,Consumer Cyclical,Apparel Retail
HIFS,Financial Services,Banks—Regional
HIG,Financial Services,Insurance—Diversified
HIHO,Industrials,Metal Fabrication
HIMX,Technology,Semiconductors
HIO,Financial Services,Asset Management
HIW,Real Estate,REIT—Office
HL,Basic Materials,Gold
HLF,Consumer Defensive,Packaged Foods
HLIO,Industrials,Specialty Industrial Machinery
HLIT,Technology,Communication Equipment
HLX,Energy,Oil & Gas Equipment & Services
HMC,Consumer Cyclical,Auto Manufacturers
HMN,Financial Services,Insurance—Property & Casualty
HMNF,Financial Services,Banks—Regional
HMY,Basic Materials,Gold
HNI,Industrials,Business Equipment & Supplies
HNNA,Financial Services,Asset Management
HNRG,Energy,Thermal Coal
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HOG,Consumer Cyclical,Recreational Vehicles
HOLI,Industrials,Electrical Equipment & Parts
HOLX,Healthcare,Medical Instruments & Supplies
HOMB,Financial Services,Banks—Regional
HON,Industrials,Conglomerates
HOPE,Financial Services,Banks—Regional
HOV,Consumer Cyclical,Residential Construction
HOVNP,Consumer Cyclical,Homebuilding & Construction
HP,Energy,Oil & Gas Drilling
HPF,Financial Services,Asset Management
HPI,Financial Services,Asset Management
HPQ,Technology,Computer Hardware
HPS,Financial Services,Asset Management
HQH,Financial Services,Asset Management
HQI,Industrials,Staffing & Employment Services
HQL,Financial Services,Asset Management
HR,Real Estate,REIT—Healthcare Facilities
HRB,Consumer Cyclical,Personal Services
HRI,Industrials,Rental & Leasing Services
HRL,Consumer Defensive,Packaged Foods
HROW,Healthcare,Drug Manufacturers—Specialty & Generic
HRTX,Healthcare,Biotechnology
HSBC,Financial Services,Banks—Diversified
HSIC,Healthcare,Medical Distribution
HSII,Industrials,Staffing & Employment Services
HSON,Industrials,Staffing & Employment Services
HST,Real Estate,REIT—Hotel & Motel
HSTM,Healthcare,Health Information Services
HSY,Consumer Defensive,Confectioners
HT,Real Estate,REIT—Hotel & Motel
HTBK,Financial Services,Banks—Regional
HTD,Financial Services,Asset Management
HTGC,Financial Services,Asset Management
HTH,Financial Services,Banks—Regional
HTLD,Industrials,Trucking
HTLF,Financial Services,Banks—Regional
HTY,Financial Services,Asset Management
HUBB,Industrials,Electrical Equipment & Parts
HUBG,Industrials,Integrated Freight & Logistics
HUM,Healthcare,Healthcare Plans
HUN,Basic Materials,Chemicals
HURC,Industrials,Specialty Industrial Machinery
HURN,Industrials,Consulting Services
HUSA,Energy,Oil & Gas E&P
HVT,Consumer Cyclical,Home Improvement Retail
HWBK,Financial Services,Banks—Regional
HWC,Financial Services,Banks—Regional
HWKN,Basic Materials,Specialty Chemicals
HWM,Industrials,Specialty Industrial Machinery
HXL,Industrials,Aerospace & Defense
HYB,Financial Services,Asset Management
HYT,Financial Services,Asset Management
HZO,Consumer Cyclical,Specialty Retail
IAC,Communication Services,Internet Content & Information
IAE,Financial Services,Asset Management
IAF,Financial Services,Asset Management
IAG,Basic Materials,Gold
IART,Healthcare,Medical Devices
IBCP,Financial Services,Banks—Regional
IBIO,Healthcare,Biotechnology
IBKR,Financial Services,Capital Markets
IBM,Technology,Information Technology Services
IBN,Financial Services,Banks—Regional
IBOC,Financial Services,Banks—Regional
ICAD,Healthcare,Medical Devices
ICCC,Healthcare,Biotechnology
ICE,Financial Services,Financial Data & Stock Exchanges
ICFI,Industrials,Consulting Services
ICL,Basic Materials,Agricultural Inputs
ICLR,Healthcare,Diagnostics & Research
ICUI,Healthcare,Medical Instruments & Supplies
IDA,Utilities,Utilities—Regulated Electric
IDCC,Communication Services,Telecom Services
IDEX,Industrials,Farm & Heavy Construction Machinery
IDN,Technology,Software—Application
IDR,Basic Materials,Gold
IDT,Communication Services,Telecom Services
IDXX,Healthcare,Diagnostics & Research
IEP,Industrials,Conglomerates
IESC,Industrials,Engineering & Construction
IEX,Industrials,Specialty Industrial Machinery
IFF,Basic Materials,Specialty Chemicals
IFN,Financial Services,Asset Management
IGC,Industrials,Conglomerates
IGD,Financial Services,Asset Management
IGI,Financial Services,Asset Management
IGR,Financial Services,Asset Management
IGT,Consumer Cyclical,Gambling
IHG,Consumer Cyclical,Lodging
IHT,Real Estate,REIT—Hotel & Motel
IIF,Financial Services,Asset Management
III,Technology,Information Technology Services
IIIN,Industrials,Metal Fabrication
ILMN,Healthcare,Diagnostics & Research
IMAX,Communication Services,Entertainment
IMGN,Healthcare,Biotechnology
IMKTA,Consumer Defensive,Grocery Stores
IMMR,Technology,Software—Application
IMNN,Healthcare,Biotechnology
IMO,Energy,Oil & Gas Integrated
INBK,Financial Services,Banks—Regional
INCY,Healthcare,Biotechnology
INDB,Financial Services,Banks—Regional
INFI,Healthcare,Biotechnology
INFN,Technology,Communication Equipment
INFU,Healthcare,Medical Instruments & Supplies
INFY,Technology,Information Technology Services
ING,Financial Services,Banks—Diversified
INGR,Consumer Defensive,Packaged Foods
INO,Healthcare,Biotechnology
INOD,Technology,Information Technology Services
INPX,Technology,Software—Application
INSG,Technology,Communication Equipment
INSM,Healthcare,Biotechnology
INTC,Technology,Semiconductors
INTT,Technology,Semiconductor Equipment & Materials
INTU,Technology,Software—Application
INTZ,Technology,Software—Infrastructure
INUV,Communication Services,Advertising Agencies
INVA,Healthcare,Biotechnology
INVE,Technology,Computer Hardware
IONS,Healthcare,Biotechnology
IOSP,Basic Materials,Specialty Chemicals
IP,Consumer Cyclical,Packaging & Containers
IPAR,Consumer Defensive,Household & Personal Products
IPG,Communication Services,Advertising Agencies
IPGP,Technology,Semiconductor Equipment & Materials
IPI,Basic Materials,Agricultural Inputs
IRBT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
IRDM,Communication Services,Telecom Services
IRIX,Healthcare,Medical Devices
IRM,Real Estate,REIT—Specialty
IRS,Industrials,Conglomerates
ISDR,Technology,Software—Application
ISIG,Communication Services,Advertising Agencies
ISRG,Healthcare,Medical Instruments & Supplies
ISSC,Industrials,Aerospace & Defense
IT,Technology,Information Technology Services
ITGR,Healthcare,Medical Devices
ITI,Technology,Communication Equipment
ITIC,Financial Services,Insurance—Specialty
ITP,Basic Materials,Paper & Paper Products
ITRI,Technology,Scientific & Technical Instruments
ITRN,Technology,Communication Equipment
ITT,Industrials,Specialty Industrial Machinery
ITUB,Financial Services,Banks—Regional
ITW,Industrials,Specialty Industrial Machinery
IVAC,Industrials,Aerospace & Defense
IVDA,Industrials,Security & Protection Services
IVR,Real Estate,REIT—Mortgage
IVZ,Financial Services,Asset Management
IX,Financial Services,Credit Services
J,Industrials,Engineering & Construction
JACK,Consumer Cyclical,Restaurants
JAKK,Consumer Cyclical,Leisure
JAN,Industrials,Waste Management
JBHT,Industrials,Integrated Freight & Logistics
JBL,Technology,Electronic Components
JBLU,Industrials,Airlines
JBSS,Consumer Defensive,Packaged Foods
JBT,Industrials,Specialty Industrial Machinery
JCE,Financial Services,Asset Management
JCI,Industrials,Building Products & Equipment
JCTCF,Basic Materials,Lumber & Wood Production
JEF,Financial Services,Capital Markets
JEQ,Financial Services,Asset Management
JFR,Financial Services,Asset Management
JHG,Financial Services,Asset Management
JHI,Financial Services,Asset Management
JHS,Financial Services,Asset Management
JHX,Basic Materials,Building Materials
JJSF,Consumer Defensive,Packaged Foods
JKHY,Technology,Information Technology Services
JLL,Real Estate,Real Estate Services
JLS,Financial Services,Asset Management
JMM,Financial Services,Asset Management
JNJ,Healthcare,Drug Manufacturers—General
JNPR,Technology,Communication Equipment
JOB,Industrials,Staffing & Employment Services
JOE,Real Estate,Real Estate—Diversified
JOUT,Consumer Cyclical,Leisure
JPC,Financial Services,Asset Management
JPM,Financial Services,Banks—Diversified
JPS,Financial Services,Asset Management
JQC,Financial Services,Asset Management
JRO,Financial Services,Asset Management
JRS,Financial Services,Asset Management
JSM,Financial Services,Credit Services
JVA,Consumer Defensive,Packaged Foods
JWN,Consumer Cyclical,Department Stores
K,Consumer Defensive,Packaged Foods
KAI,Industrials,Specialty Industrial Machinery
KALU,Basic Materials,Aluminum
KAMN,Industrials,Aerospace & Defense
KAR,Consumer Cyclical,Auto & Truck Dealerships
KB,Financial Services,Banks—Regional
KBH,Consumer Cyclical,Residential Construction
KBR,Industrials,Engineering & Construction
KDP,Consumer Defensive,Beverages—Non-Alcoholic
KELYA,Industrials,Staffing & Employment Services
KEP,Utilities,Utilities—Regulated Electric
KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
KEX,Industrials,Marine Shipping
KEY,Financial Services,Banks—Regional
KF,Financial Services,Asset Management
KFFB,Financial Services,Banks—Regional
KFRC,Industrials,Staffing & Employment Services
KFS,Consumer Cyclical,Auto & Truck Dealerships
KFY,Industrials,Staffing & Employment Services
KGC,Basic Materials,Gold
KIM,Real Estate,REIT—Retail
KINS,Financial Services,Insurance—Property & Casualty
KIQ,Industrials,Railroads
KIRK,Consumer Cyclical,Specialty Retail
KLAC,Technology,Semiconductor Equipment & Materials
KLIC,Technology,Semiconductor Equipment & Materials
KMB,Consumer Defensive,Household & Personal Products
KMPR,Financial Services,Insurance—Property & Casualty
KMT,Industrials,Tools & Accessories
KMX,Consumer Cyclical,Auto & Truck Dealerships
KNDI,Consumer Cyclical,Auto Parts
KNW,Technology,Scientific & Technical Instruments
KNX,Industrials,Trucking
KO,Consumer Defensive,Beverages—Non-Alcoholic
KOF,Consumer Defensive,Beverages—Non-Alcoholic
KOP,Basic Materials,Specialty Chemicals
KOPN,Technology,Electronic Components
KOSS,Technology,Consumer Electronics
KR,Consumer Defensive,Grocery Stores
KRC,Real Estate,REIT—Office
KRG,Real Estate,REIT—Retail
KRMD,Healthcare,Medical Instruments & Supplies
KRNY,Financial Services,Banks—Regional
KRO,Basic Materials,Specialty Chemicals
KSM,Financial Services,Asset Management
KSPN,Technology,Software—Application
KSS,Consumer Cyclical,Department Stores
KT,Communication Services,Telecom Services
