Symbol,Sector,Industry
TCX,Technology,Software—Infrastructure
TD,Financial Services,Banks—Diversified
TDC,Technology,Software—Infrastructure
TDG,Industrials,Aerospace & Defense
TDS,Communication Services,Telecom Services
TDW,Energy,Oil & Gas Equipment & Services
TDY,Technology,Scientific & Technical Instruments
TECH,Healthcare,Biotechnology
TECK,Basic Materials,Other Industrial Metals & Mining
TEF,Technology,Telecom Services - Foreign
TEL,Technology,Electronic Components
TEO,Communication Services,Telecom Services
TER,Technology,Semiconductor Equipment & Materials
TESS,Technology,Communication Equipment
TEVA,Healthcare,Drug Manufacturers—Specialty & Generic
TEX,Industrials,Farm & Heavy Construction Machinery
TFC,Financial Services,Banks—Regional
TFII,Industrials,Trucking
TFSL,Financial Services,Banks—Regional
TFX,Healthcare,Medical Instruments & Supplies
TG,Industrials,Metal Fabrication
TGH,Industrials,Rental & Leasing Services
TGI,Industrials,Aerospace & Defense
TGNA,Communication Services,Broadcasting
TGS,Energy,Oil & Gas Integrated
TGT,Consumer Defensive,Discount Stores
TGTX,Healthcare,Biotechnology
THC,Healthcare,Medical Care Facilities
THFF,Financial Services,Banks—Regional
THG,Financial Services,Insurance—Property & Casualty
THO,Consumer Cyclical,Recreational Vehicles
THRM,Consumer Cyclical,Auto Parts
THS,Consumer Defensive,Packaged Foods
TIGO,Communication Services,Telecom Services
TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TIMB,Communication Services,Telecom Services
TIPT,Financial Services,Insurance—Specialty
TISI,Industrials,Specialty Business Services
TITN,Industrials,Industrial Distribution
TJX,Consumer Cyclical,Apparel Retail
TKR,Industrials,Tools & Accessories
TLF,Consumer Cyclical,Specialty Retail
TLK,Communication Services,Telecom Services
TM,Consumer Cyclical,Auto Manufacturers
TMO,Healthcare,Diagnostics & Research
TMP,Financial Services,Banks—Regional
TMUS,Communication Services,Telecom Services
TNC,Industrials,Specialty Industrial Machinery
TNK,Energy,Oil & Gas Midstream
TNL,Consumer Cyclical,Travel Services
TNP,Energy,Oil & Gas Midstream
TOL,Consumer Cyclical,Residential Construction
TOWN,Financial Services,Banks—Regional
TPC,Industrials,Engineering & Construction
TPL,Energy,Oil & Gas E&P
TPR,Consumer Cyclical,Luxury Goods
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TR,Consumer Defensive,Confectioners
TRC,Industrials,Conglomerates
TREE,Financial Services,Financial Conglomerates
TREX,Industrials,Building Products & Equipment
TRGP,Energy,Oil & Gas Midstream
TRI,Industrials,Specialty Business Services
TRIP,Consumer Cyclical,Travel Services
TRMB,Technology,Scientific & Technical Instruments
TRMD,Energy,Oil & Gas Midstream
TRMK,Financial Services,Banks—Regional
TRN,Industrials,Railroads
TRNO,Real Estate,REIT—Industrial
TRNS,Industrials,Industrial Distribution
TROW,Financial Services,Asset Management
TROX,Basic Materials,Chemicals
TRP,Energy,Oil & Gas Midstream
TRS,Consumer Cyclical,Packaging & Containers
TRST,Financial Services,Banks—Regional
TRT,Technology,Semiconductor Equipment & Materials
TRV,Financial Services,Insurance—Property & Casualty
TS,Energy,Oil & Gas Equipment & Services
TSBK,Financial Services,Banks—Regional
TSCO,Consumer Cyclical,Specialty Retail
TSE,Basic Materials,Specialty Chemicals
TSEM,Technology,Semiconductors
TSLA,Consumer Cyclical,Auto Manufacturers
TSM,Technology,Semiconductors
TSN,Consumer Defensive,Farm Products
TSRI,Technology,Software—Application
TT,Industrials,Building Products & Equipment
TTC,Industrials,Tools & Accessories
TTE,Energy,Oil & Gas Integrated
TTEC,Technology,Information Technology Services
TTEK,Industrials,Engineering & Construction
TTGT,Communication Services,Internet Content & Information
TTMI,Technology,Electronic Components
TTWO,Communication Services,Electronic Gaming & Multimedia
TU,Communication Services,Telecom Services
TURN,Financial Services,Asset Management
TV,Communication Services,Telecom Services
TVC,,
TVE,,
TWI,Industrials,Farm & Heavy Construction Machinery
TWIN,Industrials,Specialty Industrial Machinery
TWO,Real Estate,REIT—Mortgage
TX,Basic Materials,Steel
TXMD,Healthcare,Drug Manufacturers—Specialty & Generic
TXN,Technology,Semiconductors
TXRH,Consumer Cyclical,Restaurants
TXT,Industrials,Aerospace & Defense
TY,Financial Services,Asset Management
TYG,Financial Services,Asset Management
TYL,Technology,Software—Application
TZOO,Communication Services,Advertising Agencies
UAL,Industrials,Airlines
UAN,Basic Materials,Agricultural Inputs
UBA,Real Estate,REIT—Retail
UBCP,Financial Services,Banks—Regional
UBFO,Financial Services,Banks—Regional
UBP,Real Estate,REIT—Retail
UBS,Financial Services,Banks—Diversified
UBSI,Financial Services,Banks—Regional
UCBI,Financial Services,Banks—Regional
UCBIO,Financial Services,Banks—Regional
UCTT,Technology,Semiconductor Equipment & Materials
UDR,Real Estate,REIT—Residential
UEIC,Technology,Consumer Electronics
UFCS,Financial Services,Insurance—Property & Casualty
UFI,Consumer Cyclical,Textile Manufacturing
UFPI,Basic Materials,Lumber & Wood Production
UFPT,Healthcare,Medical Devices
UG,Consumer Defensive,Household & Personal Products
UGI,Utilities,Utilities—Regulated Gas
UGIC,Utilities,Utilities—Regulated Gas
UHAL,Industrials,Rental & Leasing Services
UHS,Healthcare,Medical Care Facilities
UHT,Real Estate,REIT—Healthcare Facilities
UI,Technology,Communication Equipment
UIS,Technology,Information Technology Services
UL,Consumer Defensive,Household & Personal Products
ULBI,Industrials,Electrical Equipment & Parts
ULH,Industrials,Trucking
ULTA,Consumer Cyclical,Specialty Retail
UMBF,Financial Services,Banks—Regional
UMC,Technology,Semiconductors
UMH,Real Estate,REIT—Residential
UNB,Financial Services,Banks—Regional
UNF,Industrials,Specialty Business Services
UNFI,Consumer Defensive,Food Distribution
UNH,Healthcare,Healthcare Plans
UNM,Financial Services,Insurance—Life
UNP,Industrials,Railroads
UNTY,Financial Services,Banks—Regional
UNVR,Basic Materials,Chemicals
UONE,Communication Services,Broadcasting
UONEK,Communication Services,Broadcasting
UPS,Industrials,Integrated Freight & Logistics
URBN,Consumer Cyclical,Apparel Retail
URI,Industrials,Rental & Leasing Services
USAC,Energy,Oil & Gas Equipment & Services
USAP,Basic Materials,Steel
USAU,Basic Materials,Gold
USB,Financial Services,Banks—Regional
USLM,Basic Materials,Building Materials
USM,Communication Services,Telecom Services
USNA,Consumer Defensive,Packaged Foods
USPH,Healthcare,Medical Care Facilities
UTHR,Healthcare,Biotechnology
UTI,Consumer Defensive,Education & Training Services
UTL,Utilities,Utilities—Diversified
UTMD,Healthcare,Medical Instruments & Supplies
UTSI,Technology,Communication Equipment
UUUU,Energy,Uranium
UVE,Financial Services,Insurance—Property & Casualty
UVSP,Financial Services,Banks—Regional
UVV,Consumer Defensive,Tobacco
V,Financial Services,Credit Services
VAC,Consumer Cyclical,Resorts & Casinos
VAL,Energy,Oil & Gas Equipment & Services
VALE,Basic Materials,Other Industrial Metals & Mining
VALN,Healthcare,Biotechnology
VALU,Financial Services,Financial Data & Stock Exchanges
VBFC,Financial Services,Banks—Regional
VC,Consumer Cyclical,Auto Parts
VCEL,Healthcare,Biotechnology
VECO,Technology,Semiconductor Equipment & Materials
VEON,Communication Services,Telecom Services
VET,Energy,Oil & Gas E&P
VGR,Consumer Defensive,Tobacco
VHI,Basic Materials,Chemicals
VIA,Utilities,Utilities—Regulated Electric
VIAV,Technology,Communication Equipment
VICR,Technology,Electronic Components
VIPS,Consumer Cyclical,Internet Retail
VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VISL,Technology,Communication Equipment
VIV,Communication Services,Telecom Services
VKQ,Financial Services,Asset Management
VLGEA,Consumer Defensive,Grocery Stores
VLO,Energy,Oil & Gas Refining & Marketing
VLY,Financial Services,Banks—Regional
VLYPO,Financial Services,Banks—Regional
VLYPP,Financial Services,Banks—Regional
VMC,Basic Materials,Building Materials
VMI,Industrials,Conglomerates
VMW,Technology,Software—Infrastructure
VNDA,Healthcare,Biotechnology
VNO,Real Estate,REIT—Office
VOC,Energy,Oil & Gas E&P
VOD,Communication Services,Telecom Services
VOXX,Technology,Consumer Electronics
VOYA,Financial Services,Financial Conglomerates
VPG,Technology,Scientific & Technical Instruments
VRE,Real Estate,REIT—Residential
VRNA,Healthcare,Biotechnology
VRNT,Technology,Software—Infrastructure
VRSK,Industrials,Consulting Services
VRSN,Technology,Software—Infrastructure
VRTS,Financial Services,Asset Management
VRTX,Healthcare,Biotechnology
VSAT,Technology,Communication Equipment
VSEC,Industrials,Aerospace & Defense
VSH,Technology,Semiconductors
VTLE,Energy,Oil & Gas E&P
VTNR,Energy,Oil & Gas Refining & Marketing
VTR,Real Estate,REIT—Healthcare Facilities
VTRS,Healthcare,Drug Manufacturers—Specialty & Generic
VTSI,Industrials,Aerospace & Defense
VUZI,Technology,Consumer Electronics
VVI,Industrials,Specialty Business Services
VZ,Communication Services,Telecom Services
WAB,Industrials,Railroads
WABC,Financial Services,Banks—Regional
WAFD,Financial Services,Banks—Regional
WAFDP,Financial Services,Banks—Regional
WAL,Financial Services,Banks—Regional
WASH,Financial Services,Banks—Regional
WAT,Healthcare,Diagnostics & Research
WBA,Healthcare,Pharmaceutical Retailers
WBD,Communication Services,Entertainment
WBS,Financial Services,Banks—Regional
WCC,Industrials,Industrial Distribution
WCN,Industrials,Waste Management
WD,Financial Services,Mortgage Finance
WDAY,Technology,Software—Application
WDC,Technology,Computer Hardware
WDFC,Basic Materials,Specialty Chemicals
WDS,Energy,Oil & Gas E&P
WEC,Utilities,Utilities—Regulated Electric
WELL,Real Estate,REIT—Healthcare Facilities
WEN,Consumer Cyclical,Restaurants
WERN,Industrials,Trucking
WES,Energy,Oil & Gas Midstream
WEX,Technology,Software—Infrastructure
WEYS,Consumer Cyclical,Footwear & Accessories
WFC,Financial Services,Banks—Diversified
WFCF,Technology,Software—Application
WFG,Basic Materials,Lumber & Wood Production
WFRD,Energy,Oil & Gas Equipment & Services
WGO,Consumer Cyclical,Recreational Vehicles
WHG,Financial Services,Capital Markets
WHLM,Industrials,Specialty Business Services
WHLRD,Real Estate,REIT—Retail
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WILC,Consumer Defensive,Food Distribution
WINA,Consumer Cyclical,Specialty Retail
WIRE,Industrials,Electrical Equipment & Parts
WIT,Technology,Information Technology Services
WLDN,Industrials,Engineering & Construction
WLFC,Industrials,Rental & Leasing Services
WLK,Basic Materials,Specialty Chemicals
WLY,Communication Services,Publishing
WM,Industrials,Waste Management
WMB,Energy,Oil & Gas Midstream
WMG,Communication Services,Entertainment
WMK,Consumer Defensive,Grocery Stores
WMT,Consumer Defensive,Discount Stores
WNC,Industrials,Farm & Heavy Construction Machinery
WNEB,Financial Services,Banks—Regional
WNS,Technology,Information Technology Services
WOLF,Technology,Semiconductors
WOR,Industrials,Metal Fabrication
WPC,Real Estate,REIT—Diversified
WPM,Basic Materials,Gold
WPP,Communication Services,Advertising Agencies
WPRT,Consumer Cyclical,Auto Parts
WRB,Financial Services,Insurance—Property & Casualty
WRK,Consumer Cyclical,Packaging & Containers
WRLD,Financial Services,Credit Services
WSBC,Financial Services,Banks—Regional
WSBCP,Financial Services,Banks—Regional
WSBF,Financial Services,Banks—Regional
WSFS,Financial Services,Banks—Regional
WSM,Consumer Cyclical,Specialty Retail
WSO,Industrials,Industrial Distribution
WSR,Real Estate,REIT—Retail
WST,Healthcare,Medical Instruments & Supplies
WTBA,Financial Services,Banks—Regional
WTFC,Financial Services,Banks—Regional
WTFCM,Financial Services,Banks—Regional
WTFCP,Financial Services,Banks—Regional
WTI,Energy,Oil & Gas E&P
WTM,Financial Services,Insurance—Property & Casualty
WTRG,Utilities,Utilities—Regulated Water
WTS,Industrials,Specialty Industrial Machinery
WTW,Financial Services,Insurance Brokers
WU,Financial Services,Credit Services
WVVI,Consumer Defensive,Beverages—Wineries & Distilleries
WVVIP,Consumer Defensive,Beverages—Wineries & Distilleries
WW,Consumer Cyclical,Personal Services
WWD,Industrials,Aerospace & Defense
WWE,Communication Services,Entertainment
WWW,Consumer Cyclical,Footwear & Accessories
WY,Real Estate,REIT—Specialty
WYNN,Consumer Cyclical,Resorts & Casinos
X,Basic Materials,Steel
XEL,Utilities,Utilities—Regulated Electric
XOM,Energy,Oil & Gas Integrated
XOMA,Healthcare,Biotechnology
XOMAO,Healthcare,Biotechnology
XOMAP,Healthcare,Biotechnology
XPEL,Consumer Cyclical,Auto Parts
XPER,Technology,Semiconductor Equipment & Materials
XPO,Industrials,Integrated Freight & Logistics
XRAY,Healthcare,Medical Instruments & Supplies
XRX,Technology,Information Technology Services
XYL,Industrials,Specialty Industrial Machinery
YELP,Communication Services,Internet Content & Information
YORW,Utilities,Utilities—Regulated Water
YUM,Consumer Cyclical,Restaurants
YY,Communication Services,Internet Content & Information
Z,Communication Services,Internet Content & Information
ZBH,Healthcare,Medical Devices
ZBRA,Technology,Communication Equipment
ZD,Communication Services,Advertising Agencies
ZEUS,Basic Materials,Steel
ZG,Communication Services,Internet Content & Information
ZION,Financial Services,Banks—Regional
ZIONO,Financial Services,Banks—Regional
ZIONP,Financial Services,Banks—Regional
ZTS,Healthcare,Drug Manufacturers—Specialty & Generic
ZUMZ,Consumer Cyclical,Apparel Retail
ZYXI,Healthcare,Medical Distribution
